matchid,player,championid,ss1,ss2,role,position,win,kills,deaths,assists,totdmgdealt,magicdmgdealt,physicaldmgdealt,truedmgdealt,totdmgtaken,magicdmgtaken,physdmgtaken,truedmgtaken,totminionskilled,neutralminionskilled,ownjunglekills,enemyjunglekills
2489,5,57,4,3,DUO_SUPPORT,BOT,0,5,2,5,57070,53657,3412,0,12028,3730,8282,16,54,0,0,0
2695,1,57,14,4,DUO_SUPPORT,BOT,1,4,2,8,28732,25031,3445,256,10977,4965,5717,294,12,0,0,0
2894,8,57,3,4,DUO_SUPPORT,BOT,1,3,1,13,24248,15433,5541,3273,8224,1998,6226,0,9,0,0,0
2965,5,57,3,4,DUO_SUPPORT,BOT,1,5,8,15,124646,114432,6167,4046,31790,7912,23184,694,70,3,0,3
2975,6,57,14,4,DUO_SUPPORT,BOT,1,3,2,16,31003,25039,5482,481,13567,5743,7711,112,23,0,0,0
3240,2,57,14,4,DUO_SUPPORT,BOT,1,9,9,18,74246,62126,7536,4582,42067,15369,24423,2274,56,6,6,0
3246,2,57,3,4,DUO_SUPPORT,BOT,1,1,2,15,39305,23979,9377,5949,18703,4046,14135,522,38,3,0,3
3270,2,57,4,3,DUO_SUPPORT,BOT,0,4,9,7,56223,49611,4976,1636,25403,10429,11869,3105,32,0,0,0
4196,7,57,4,3,DUO_SUPPORT,BOT,0,4,7,16,86505,82970,3486,48,29340,9401,19132,806,55,1,1,0
4396,10,57,4,14,DUO_SUPPORT,BOT,1,8,0,12,78256,69839,7079,1338,17246,7482,9355,408,54,7,0,7
4401,2,57,4,3,DUO_SUPPORT,BOT,1,4,4,7,40665,35281,3706,1678,16318,5147,10602,568,9,6,0,6
4406,9,57,4,14,DUO_SUPPORT,BOT,1,1,3,3,32109,28891,2548,670,12736,2667,10068,0,20,0,0,0
4410,1,57,14,4,DUO_SUPPORT,BOT,1,2,7,18,75502,45829,14474,15198,42490,20304,21396,790,77,3,0,3
4423,1,57,4,3,DUO_SUPPORT,BOT,0,0,6,5,29321,26969,2145,205,18659,8250,9761,648,15,0,0,0
4430,5,57,4,14,DUO_SUPPORT,BOT,1,4,6,14,57545,48210,8398,936,21805,5341,16243,220,46,1,1,0
4431,10,57,4,14,DUO_SUPPORT,BOT,0,3,8,3,24708,21077,3240,390,15441,4780,10280,381,12,0,0,0
4432,9,57,4,14,DUO_SUPPORT,BOT,0,1,6,6,42886,37285,4809,791,17430,6166,10945,318,29,0,0,0
4444,9,57,4,3,DUO_SUPPORT,BOT,0,1,6,4,43909,38725,5183,0,21412,7586,11470,2354,28,0,0,0
4625,9,57,4,3,DUO_SUPPORT,BOT,0,1,4,2,18123,10237,3736,4149,12829,6423,6273,132,28,0,0,0
7537,2,57,4,14,DUO_SUPPORT,BOT,1,3,5,16,28977,15653,7582,5741,20192,6234,13941,16,32,0,0,0
7539,6,57,4,3,DUO_SUPPORT,BOT,0,2,10,11,62673,55052,5905,1715,31463,10018,19369,2075,35,3,3,0
7544,2,57,3,4,DUO_SUPPORT,BOT,0,1,6,18,59743,53095,6560,86,27397,7594,18277,1526,39,1,0,1
7548,8,57,4,14,DUO_SUPPORT,BOT,1,6,8,9,80608,74229,5460,919,26595,11450,14391,753,40,2,2,0
7549,4,57,3,4,DUO_SUPPORT,BOT,0,2,8,10,47988,43743,3199,1045,25108,10129,13438,1540,16,0,0,0
7564,1,57,4,3,DUO_SUPPORT,BOT,1,1,4,14,45765,39524,6240,0,18200,5921,12065,214,32,0,0,0
7609,5,57,4,14,DUO_SUPPORT,BOT,1,5,5,19,90606,70896,14915,4794,32866,10662,19534,2668,58,3,2,1
7620,7,57,4,3,DUO_SUPPORT,BOT,1,1,5,11,52960,35833,9563,7563,30060,8169,20073,1818,54,0,0,0
7724,1,57,4,14,DUO_SUPPORT,BOT,0,1,6,9,40438,33600,5685,1153,19758,4682,14402,673,38,1,1,0
7798,2,57,14,4,DUO_SUPPORT,BOT,1,4,8,18,94602,75306,13711,5584,37910,8159,29505,246,71,3,3,0
7805,10,57,3,4,DUO_SUPPORT,BOT,1,4,2,6,61187,51427,9053,706,18075,8425,9433,216,36,5,3,2
7816,8,57,3,4,DUO_SUPPORT,BOT,0,4,10,8,53904,38988,8357,6558,31738,8022,22704,1012,61,0,0,0
7858,9,57,4,3,DUO_SUPPORT,BOT,1,3,2,10,29133,20857,6476,1799,8414,4442,3559,412,33,0,0,0
7884,8,57,4,3,DUO_SUPPORT,BOT,0,4,7,16,169305,135188,24623,9493,43038,10137,30715,2185,161,20,4,16
7984,7,57,4,14,DUO_SUPPORT,BOT,1,5,4,11,45330,39023,5580,726,14025,3980,9973,72,15,6,6,0
8019,5,57,4,14,DUO_SUPPORT,BOT,0,5,9,30,109887,94400,12299,3187,83444,22892,55614,4938,47,3,0,3
8091,5,57,4,3,DUO_SUPPORT,BOT,0,0,7,10,33759,30253,3505,0,32913,8449,21246,3217,16,0,0,0
8105,3,57,4,3,DUO_SUPPORT,BOT,0,1,7,4,40942,29594,5909,5438,19238,6609,11330,1298,65,0,0,0
8106,7,57,4,3,DUO_SUPPORT,BOT,1,2,3,19,48008,35025,7900,5082,20981,6099,12248,2633,46,1,0,1
8122,4,57,4,3,DUO_SUPPORT,BOT,0,4,13,18,79971,68135,9843,1992,38210,13365,23555,1289,56,5,3,2
8141,7,57,4,14,DUO_SUPPORT,BOT,1,3,6,13,49714,44373,4594,746,18326,6280,11632,413,15,4,0,4
8239,2,57,14,4,DUO_SUPPORT,BOT,0,3,9,15,33543,25750,3085,4708,30556,8283,20147,2126,21,0,0,0
8264,9,57,3,4,DUO_SUPPORT,BOT,0,5,9,20,70260,48449,11322,10488,46213,15785,28278,2149,72,1,1,0
8281,3,57,3,4,DUO_SUPPORT,BOT,1,5,3,12,26655,16138,7113,3402,17180,4571,12322,286,31,0,0,0
8296,7,57,4,14,DUO_SUPPORT,BOT,1,1,9,30,89586,55030,16816,17738,37278,15081,17943,4252,83,4,0,4
8341,6,57,3,4,DUO_SUPPORT,BOT,1,1,0,12,37936,23104,8052,6779,10329,3628,6616,84,40,1,1,0
8422,10,57,3,4,DUO_SUPPORT,BOT,1,2,9,10,72711,62151,7065,3495,31960,11746,16468,3745,47,2,2,0
8436,7,57,4,14,DUO_SUPPORT,BOT,1,12,11,17,76345,64997,6259,5088,41508,19526,21179,802,32,0,0,0
8445,3,57,3,4,DUO_SUPPORT,BOT,0,6,7,9,68603,54189,11373,3040,30845,13030,16554,1260,70,0,0,0
8481,1,57,3,4,DUO_SUPPORT,BOT,0,1,3,5,29252,27995,1134,122,11590,3261,6855,1473,19,0,0,0
8497,8,57,3,4,DUO_SUPPORT,BOT,1,4,10,17,58387,52876,5308,202,30518,9750,19308,1459,3,7,0,7
8509,2,57,4,3,DUO_SUPPORT,BOT,1,2,6,8,41732,37259,4317,155,16507,4502,11094,911,22,0,0,0
8533,3,57,4,3,DUO_SUPPORT,BOT,1,7,8,13,76050,70874,4995,180,25416,9378,15458,579,29,10,7,3
8541,2,57,3,4,DUO_SUPPORT,BOT,0,1,5,9,44430,31948,6855,5625,16309,8204,7973,132,52,0,0,0
8602,4,57,3,4,DUO_SUPPORT,BOT,1,4,5,11,109124,99610,4774,4739,26663,8682,17278,703,61,2,0,2
8610,7,57,3,4,DUO_SUPPORT,BOT,0,0,11,3,39033,36122,2910,0,23783,7240,16051,491,36,3,3,0
8612,2,57,3,4,DUO_SUPPORT,BOT,1,1,3,15,56890,53251,3639,0,17924,2844,14751,328,27,1,1,0
8631,10,57,3,4,DUO_SUPPORT,BOT,1,1,7,17,48404,30864,10940,6599,20447,7384,12744,318,61,0,0,0
8707,8,57,14,4,DUO_SUPPORT,BOT,0,1,11,12,36731,33066,3389,276,21867,6100,14930,837,26,0,0,0
8725,5,57,3,4,DUO_SUPPORT,BOT,1,5,10,25,88979,66195,13535,9248,52564,14344,34400,3818,78,3,3,0
9009,7,57,4,3,DUO_SUPPORT,BOT,0,4,9,8,50165,44930,5234,0,24028,10733,12950,344,36,1,1,0
9047,9,57,3,4,DUO_SUPPORT,BOT,0,2,5,3,22626,16538,4290,1796,14821,2819,11735,267,17,0,0,0
9050,9,57,3,4,DUO_SUPPORT,BOT,0,3,8,11,48095,41404,4932,1758,29576,9619,16594,3362,32,0,0,0
9051,7,57,3,4,DUO_SUPPORT,BOT,1,3,7,15,49482,38820,5861,4800,25886,9503,13508,2874,24,1,1,0
9072,10,57,14,4,DUO_SUPPORT,BOT,0,5,6,17,49315,40311,7924,1080,27352,9767,15505,2078,32,0,0,0
9247,7,57,4,3,DUO_SUPPORT,BOT,0,2,9,8,25384,23667,1717,0,21465,4699,16144,621,16,0,0,0
9286,1,57,14,4,DUO_SUPPORT,BOT,0,3,9,13,85177,72032,8273,4871,32775,6575,24880,1320,59,0,0,0
9378,6,57,14,4,DUO_SUPPORT,BOT,1,8,16,30,103026,60112,17450,25463,83335,25221,57192,921,71,1,0,1
9501,1,57,4,3,DUO_SUPPORT,BOT,0,1,5,0,26528,18412,4036,4078,13536,2317,11218,0,37,0,0,0
9508,1,57,4,14,DUO_SUPPORT,BOT,1,11,1,13,83297,75710,6656,930,14360,6420,7939,0,55,0,0,0
9546,6,57,4,3,DUO_SUPPORT,BOT,1,3,8,24,121625,111217,8216,2192,36130,11199,23135,1795,35,22,16,6
9558,9,57,4,14,DUO_SUPPORT,BOT,1,6,12,17,70964,64371,5587,1006,37379,7251,28935,1192,43,0,0,0
9568,6,57,4,3,DUO_SUPPORT,BOT,1,2,3,6,30768,15955,6791,8021,14843,5368,9475,0,34,0,0,0
9594,7,57,3,4,DUO_SUPPORT,BOT,0,2,8,11,39565,27600,8081,3883,28352,8336,19018,998,48,0,0,0
9611,10,57,4,14,DUO_SUPPORT,BOT,0,4,5,6,68963,57232,10319,1412,19184,5869,11476,1838,47,2,1,1
9663,8,57,3,4,DUO_SUPPORT,BOT,1,3,3,8,26009,12784,5672,7552,8351,2698,5256,396,34,0,0,0
9677,7,57,4,3,DUO_SUPPORT,BOT,1,2,5,3,30077,27377,2700,0,9751,3166,6443,141,10,0,0,0
9678,3,57,14,4,DUO_SUPPORT,BOT,1,2,9,15,34885,31626,2496,762,23857,14552,9173,132,12,0,0,0
9712,6,57,4,3,DUO_SUPPORT,BOT,1,1,4,18,84220,72764,7839,3616,41604,12495,27463,1645,48,2,1,1
9721,5,57,4,14,DUO_SUPPORT,BOT,0,4,6,9,33270,27898,4346,1026,22564,10255,11981,328,29,1,1,0
9728,10,57,4,14,DUO_SUPPORT,BOT,0,3,11,10,45781,42889,1836,1055,20683,7398,13096,188,31,1,0,1
9737,8,57,4,14,DUO_SUPPORT,BOT,1,4,4,21,63624,56179,7017,427,20214,7590,12246,378,41,4,0,4
9775,2,57,3,4,DUO_SUPPORT,BOT,1,2,7,16,56565,38521,12080,5963,29269,9677,19030,561,46,2,0,2
9783,7,57,4,3,DUO_SUPPORT,BOT,0,3,5,7,42639,24906,8352,9380,20129,6553,12609,966,42,1,1,0
9792,4,57,14,4,DUO_SUPPORT,BOT,1,5,4,9,63533,56916,5476,1140,24675,12048,12385,242,42,1,0,1
9827,6,57,3,4,DUO_SUPPORT,BOT,0,1,7,8,29149,18691,3479,6978,16036,5301,10468,266,35,0,0,0
9835,10,57,4,14,DUO_SUPPORT,BOT,1,2,4,21,45291,28378,7437,9475,27422,12546,13246,1629,43,0,0,0
9999,10,57,3,4,DUO_SUPPORT,BOT,0,5,6,5,39651,37437,2213,0,20207,6859,11022,2325,32,0,0,0
10000,8,57,14,4,DUO_SUPPORT,BOT,0,0,7,5,40235,38842,935,456,14123,5072,8278,772,15,0,0,0
10001,6,57,14,4,DUO_SUPPORT,BOT,0,11,10,18,108944,100931,4318,3694,40652,17923,20818,1910,69,3,3,0
10003,1,57,14,4,DUO_SUPPORT,BOT,0,5,5,22,70125,62052,4403,3669,34479,9767,20415,4297,34,0,0,0
10004,3,57,14,4,DUO_SUPPORT,BOT,0,3,7,3,64621,59439,4880,302,22353,7105,15040,208,51,0,0,0
10005,4,57,3,4,DUO_SUPPORT,BOT,1,1,7,15,58287,52747,4504,1035,19356,3469,15204,682,39,2,0,2
10006,6,57,3,4,DUO_SUPPORT,BOT,0,2,8,7,46218,38433,4785,3000,22274,4602,17118,554,35,1,0,1
10007,10,57,3,4,DUO_SUPPORT,BOT,0,0,10,8,38794,34929,3072,793,23083,4572,16913,1596,24,0,0,0
10008,9,57,3,4,DUO_SUPPORT,BOT,1,5,8,19,96859,76467,11257,9134,42132,13707,27628,797,78,5,1,4
10040,6,57,4,14,DUO_SUPPORT,BOT,0,2,8,8,29334,25904,3254,176,18635,6266,12126,242,12,0,0,0
10041,5,57,4,3,DUO_SUPPORT,BOT,0,3,9,3,36525,34036,2479,9,20359,4440,15348,570,22,2,2,0
10049,10,57,4,3,DUO_SUPPORT,BOT,1,6,4,12,64338,56022,8316,0,22599,8739,13447,412,43,8,0,8
10059,1,57,3,4,DUO_SUPPORT,BOT,1,4,3,8,51982,46740,4813,428,10719,2832,7448,438,27,0,0,0
10151,8,57,4,3,DUO_SUPPORT,BOT,1,0,5,21,42019,27817,7231,6971,22533,9300,13233,0,51,0,0,0
10162,9,57,4,3,DUO_SUPPORT,BOT,0,2,7,6,44438,30448,7615,6374,22710,5716,16617,375,47,0,0,0
10163,6,57,3,4,DUO_SUPPORT,BOT,1,1,2,14,47255,42643,4612,0,17927,8082,9774,70,38,0,0,0
10169,6,57,4,14,DUO_SUPPORT,BOT,1,9,5,18,60359,50744,6782,2833,40136,18983,19620,1532,46,0,0,0
10174,9,57,4,3,DUO_SUPPORT,BOT,1,2,4,16,38387,22015,7919,8452,19466,5952,12788,726,38,0,0,0
10277,9,57,4,3,DUO_SUPPORT,BOT,1,3,3,6,35137,30852,4284,0,11876,4617,7138,120,16,4,0,4
10326,2,57,14,4,DUO_SUPPORT,BOT,1,8,4,16,49746,43502,5425,818,14173,6108,7312,751,34,1,1,0
10350,6,57,4,3,DUO_SUPPORT,BOT,1,5,10,14,59450,55477,3973,0,31991,8034,22034,1922,31,0,0,0
10357,2,57,3,4,DUO_SUPPORT,BOT,1,2,4,10,57339,53633,3706,0,18930,2860,15798,271,20,0,0,0
10362,4,57,4,14,DUO_SUPPORT,BOT,1,3,12,14,78678,71181,5220,2276,33139,19245,12847,1046,52,2,0,2
10377,1,57,3,4,DUO_SUPPORT,BOT,0,4,11,8,66797,60992,4682,1121,32136,15312,16505,318,30,7,7,0
10384,3,57,14,4,DUO_SUPPORT,BOT,0,14,8,15,115187,103854,10409,923,26320,10578,11979,3763,64,2,0,2
10405,7,57,4,3,DUO_SUPPORT,BOT,1,1,1,18,39104,30113,5592,3398,13020,2211,10608,200,39,0,0,0
10413,8,57,4,3,DUO_SUPPORT,BOT,1,5,6,21,66842,39809,14662,12370,40716,9961,30093,662,65,1,0,1
10418,9,57,3,4,DUO_SUPPORT,BOT,0,1,8,11,39220,26003,5463,7753,28025,9367,16882,1775,48,0,0,0
10431,1,57,4,3,DUO_SUPPORT,BOT,0,2,9,15,64475,55117,7234,2122,34445,16097,17649,699,50,4,2,2
10437,6,57,3,4,DUO_SUPPORT,BOT,0,13,9,18,101925,95871,5392,661,37473,12693,23003,1775,57,0,0,0
10824,7,57,4,3,DUO_SUPPORT,BOT,1,2,5,14,30450,15839,9459,5151,19643,6111,12822,710,35,2,0,2
10957,9,57,3,4,DUO_SUPPORT,BOT,0,2,7,9,43539,40063,3475,0,18761,5724,12626,410,20,1,1,0
11034,3,57,4,3,DUO_SUPPORT,BOT,1,3,5,15,45556,27339,9601,8615,23094,7066,13953,2074,59,0,0,0
11054,2,57,14,4,DUO_SUPPORT,BOT,1,3,2,9,52355,44896,6759,699,10578,2180,8248,149,36,2,0,2
11301,5,57,4,14,DUO_SUPPORT,BOT,1,5,3,13,47200,40959,5322,919,13570,2361,10309,900,29,0,0,0
11307,7,57,14,4,DUO_SUPPORT,BOT,1,0,0,5,28882,24597,3986,298,5863,1253,4160,450,17,0,0,0
11308,4,57,4,3,DUO_SUPPORT,BOT,1,3,2,6,19798,17132,2568,97,5725,2443,3071,210,10,0,0,0
11596,2,57,3,4,DUO_SUPPORT,BOT,1,3,2,20,24338,18313,6024,0,12501,3757,8514,230,15,0,0,0
11597,2,57,4,3,DUO_SUPPORT,BOT,1,2,7,27,63464,48194,9717,5551,30743,5480,24184,1078,58,0,0,0
11601,9,57,3,4,DUO_SUPPORT,BOT,0,1,5,8,41796,37346,4449,0,20682,6210,14371,100,27,0,0,0
11672,1,57,4,3,DUO_SUPPORT,BOT,0,4,6,7,51468,50138,1330,0,17562,5102,10184,2275,18,0,0,0
11673,1,57,4,3,DUO_SUPPORT,BOT,1,2,2,8,65420,58845,3730,2844,13173,6255,6822,96,34,6,6,0
11674,10,57,3,4,DUO_SUPPORT,BOT,1,5,3,17,48098,43591,4507,0,18720,1704,16985,30,44,0,0,0
11763,10,57,4,3,DUO_SUPPORT,BOT,1,7,8,16,103033,85875,11959,5198,39081,10200,27483,1396,45,0,0,0
11770,4,57,14,4,DUO_SUPPORT,BOT,0,1,7,13,40630,31886,3854,4889,19986,5176,13526,1283,43,0,0,0
11785,7,57,3,4,DUO_SUPPORT,BOT,1,7,8,17,135562,123926,8941,2694,33524,5043,27126,1354,66,7,3,4
11802,7,57,14,4,DUO_SUPPORT,BOT,0,2,5,1,29270,26121,2881,268,10481,1894,8442,144,21,0,0,0
11821,1,57,14,4,DUO_SUPPORT,BOT,1,4,9,26,87600,60618,12404,14577,57363,20759,31823,4780,84,0,0,0
11836,1,57,4,3,DUO_SUPPORT,BOT,1,2,6,10,27665,24397,3267,0,13496,2763,9938,795,13,0,0,0
11847,2,57,3,4,DUO_SUPPORT,BOT,0,1,8,9,66759,49981,9232,7545,29943,13529,15950,463,79,0,0,0
11852,6,57,3,4,DUO_SUPPORT,BOT,0,6,8,13,89147,63689,18759,6698,34415,10707,20324,3383,82,0,0,0
12067,1,57,3,4,DUO_SUPPORT,BOT,0,5,8,7,57472,54294,3178,0,22017,9961,9394,2660,33,0,0,0
12299,5,57,4,3,DUO_SUPPORT,BOT,1,2,2,21,87675,68623,11128,7924,32002,11845,19174,983,91,5,3,2
12527,10,57,3,4,DUO_SUPPORT,BOT,0,0,6,9,36511,33153,3357,0,19809,4962,14657,190,24,2,0,2
12564,2,57,3,4,DUO_SUPPORT,BOT,1,6,9,16,55094,48560,6351,183,32239,12800,19194,245,21,2,0,2
12838,1,57,4,3,DUO_SUPPORT,BOT,0,0,3,5,38629,32490,5028,1110,14715,6008,7733,973,42,0,0,0
12936,9,57,4,3,DUO_SUPPORT,BOT,0,3,6,22,58161,36286,11465,10409,35092,9287,20136,5669,54,6,6,0
13026,4,57,4,3,DUO_SUPPORT,BOT,0,2,11,5,49916,44952,3614,1349,27520,9851,17319,350,26,2,1,1
13027,4,57,3,4,DUO_SUPPORT,BOT,1,2,4,16,40445,20304,10369,9770,30470,6146,23510,814,56,0,0,0
13031,4,57,3,4,DUO_SUPPORT,BOT,1,1,1,3,27914,24057,3856,0,8465,1725,6739,0,12,2,0,2
13239,9,57,14,4,DUO_SUPPORT,BOT,0,7,9,23,112803,97729,7692,7381,49283,23763,24123,1397,93,1,0,1
13263,3,57,4,3,DUO_SUPPORT,BOT,0,1,7,12,34125,28411,5447,266,20313,7618,12075,620,15,0,0,0
13551,1,57,3,4,DUO_SUPPORT,BOT,1,2,4,13,42048,31997,10050,0,19034,5798,12712,523,27,0,0,0
13598,5,57,4,3,DUO_SUPPORT,BOT,1,2,2,16,44482,27180,7914,9387,20052,4442,14674,935,50,0,0,0
13608,5,57,11,4,DUO_SUPPORT,BOT,0,3,11,3,36891,31489,3854,1548,24712,8724,15616,372,15,7,1,6
13615,10,57,4,14,DUO_SUPPORT,BOT,1,6,4,17,71314,63606,6737,970,28143,12414,15264,465,33,8,0,8
13699,7,57,3,4,DUO_SUPPORT,BOT,1,0,4,13,29813,24464,5349,0,17348,5833,11343,172,23,0,0,0
13708,6,57,3,4,DUO_SUPPORT,BOT,0,1,7,15,45753,38923,6829,0,14886,6875,7772,238,29,1,1,0
13761,5,57,4,14,DUO_SUPPORT,BOT,0,0,5,5,43714,39614,3396,704,16642,7139,9053,450,25,0,0,0
13765,10,57,4,3,DUO_SUPPORT,BOT,0,3,5,11,60085,56570,3515,0,20581,5445,15060,76,29,0,0,0
13768,3,57,4,14,DUO_SUPPORT,BOT,1,7,8,10,47666,42889,4511,265,22990,9315,13489,186,28,1,0,1
13780,10,57,4,14,DUO_SUPPORT,BOT,1,4,6,20,64013,55549,7794,670,24950,8457,15568,924,34,1,0,1
13819,4,57,4,14,DUO_SUPPORT,BOT,1,6,3,13,49474,42696,6029,748,19367,5951,13415,0,23,0,0,0
13864,7,57,4,3,DUO_SUPPORT,BOT,1,10,5,16,109510,93586,10138,5785,21986,5387,15856,743,58,1,0,1
13892,10,57,4,3,DUO_SUPPORT,BOT,1,8,10,15,131644,117862,13403,378,43649,16834,23076,3738,72,4,2,2
13894,7,57,3,4,DUO_SUPPORT,BOT,0,2,12,16,113206,100020,12099,1086,36952,7145,28229,1576,70,3,3,0
13911,10,57,4,3,DUO_SUPPORT,BOT,1,13,9,25,122997,108001,12888,2107,44877,16407,27737,732,56,1,1,0
13960,8,57,4,14,DUO_SUPPORT,BOT,0,2,9,9,51720,45113,5391,1215,20175,4946,14954,274,44,2,0,2
13969,6,57,4,3,DUO_SUPPORT,BOT,1,0,6,12,41357,29039,6399,5919,19391,4161,13687,1542,37,6,0,6
14039,1,57,4,3,DUO_SUPPORT,BOT,0,1,8,13,50729,44028,4279,2421,33463,12566,19568,1328,20,0,0,0
14041,5,57,3,4,DUO_SUPPORT,BOT,1,7,5,13,117782,105988,10412,1380,28438,8892,18790,756,75,6,0,6
14075,7,57,3,4,DUO_SUPPORT,BOT,1,4,8,23,70693,63961,6732,0,26491,4167,22027,296,39,0,0,0
14077,4,57,3,4,DUO_SUPPORT,BOT,1,7,4,17,59788,53750,5829,208,14500,5935,7485,1079,13,1,0,1
14079,7,57,4,3,DUO_SUPPORT,BOT,1,2,9,20,55502,46435,9067,0,39023,22208,14351,2463,45,0,0,0
14100,5,57,14,4,DUO_SUPPORT,BOT,1,3,8,14,49028,37185,9041,2800,19623,5753,11698,2171,34,3,3,0
14106,2,57,4,14,DUO_SUPPORT,BOT,1,8,5,12,82839,77381,4685,773,16857,9297,6649,911,37,0,0,0
14133,1,57,14,4,DUO_SUPPORT,BOT,0,1,10,17,44025,35935,3628,4461,28169,11129,15512,1527,26,0,0,0
14137,3,57,4,3,DUO_SUPPORT,BOT,1,5,2,10,46307,39735,5667,903,9554,2401,6962,190,16,3,3,0
14161,3,57,3,4,DUO_SUPPORT,BOT,0,1,0,5,46321,34239,8321,3760,8806,1342,7192,272,46,6,6,0
14175,5,57,4,3,DUO_SUPPORT,BOT,1,6,7,21,80200,69143,10404,652,29025,10364,17886,774,43,3,1,2
14179,8,57,3,4,DUO_SUPPORT,BOT,0,1,4,9,50256,40479,5525,4251,22432,4742,15566,2123,52,1,1,0
14198,4,57,4,14,DUO_SUPPORT,BOT,1,7,2,8,30031,24573,4625,832,10592,4777,5671,144,5,0,0,0
14203,2,57,3,4,DUO_SUPPORT,BOT,0,1,9,13,68535,60181,7671,682,35454,7522,26774,1157,58,5,1,4
14205,6,57,4,14,DUO_SUPPORT,BOT,1,3,4,15,37978,31447,5927,603,12874,3082,9441,350,33,0,0,0
14223,8,57,4,3,DUO_SUPPORT,BOT,0,0,7,8,29192,27620,1571,0,22973,7915,14691,366,13,1,1,0
14276,1,57,4,14,DUO_SUPPORT,BOT,1,6,12,17,109320,100330,5512,3477,33744,11233,21587,924,47,3,2,1
14277,1,57,3,4,DUO_SUPPORT,BOT,0,8,13,24,106581,95844,8466,2269,57522,21528,33801,2193,43,0,0,0
14295,7,57,4,3,DUO_SUPPORT,BOT,0,2,7,6,59243,47562,7417,4263,26878,9600,16532,746,43,1,0,1
14296,8,57,4,3,DUO_SUPPORT,BOT,1,7,9,16,122446,97353,17408,7684,38584,14581,23184,818,80,2,0,2
14300,5,57,3,4,DUO_SUPPORT,BOT,0,4,7,10,51684,39845,6345,5493,29936,9242,18315,2378,49,0,0,0
14315,2,57,3,4,DUO_SUPPORT,BOT,1,6,2,6,39891,34130,5761,0,12392,3791,8197,403,10,1,0,1
14342,1,57,4,14,DUO_SUPPORT,BOT,0,6,8,8,95763,87987,4863,2912,25403,10363,14677,362,46,1,1,0
14343,6,57,4,14,DUO_SUPPORT,BOT,1,4,8,13,61451,55821,4385,1245,18921,8187,10232,502,30,2,1,1
14344,7,57,4,3,DUO_SUPPORT,BOT,1,3,9,14,116688,109189,7498,0,33632,12285,20043,1302,66,11,6,5
14345,1,57,4,3,DUO_SUPPORT,BOT,1,6,4,16,83454,78468,4985,0,18089,6200,11619,270,43,1,1,0
14346,7,57,4,3,DUO_SUPPORT,BOT,1,4,6,14,80701,74956,5745,0,15278,4152,10754,371,44,4,0,4
14347,1,57,4,3,DUO_SUPPORT,BOT,1,6,13,21,132591,123056,9534,0,38789,13183,22710,2895,54,5,0,5
14348,3,57,4,3,DUO_SUPPORT,BOT,1,3,10,15,73460,69555,3905,0,26806,12028,11197,3580,34,2,1,1
14349,4,57,4,14,DUO_SUPPORT,BOT,0,4,11,8,47925,44690,2350,884,20089,5316,13433,1339,29,3,1,2
14350,8,57,4,14,DUO_SUPPORT,BOT,0,6,11,12,105966,96916,7936,1113,33945,18978,14417,550,57,2,0,2
14351,7,57,4,14,DUO_SUPPORT,BOT,1,3,6,12,72514,66575,5069,870,16922,4294,11957,670,45,0,0,0
14352,3,57,4,14,DUO_SUPPORT,BOT,1,9,5,12,29366,26279,2441,646,9455,2913,6061,480,17,0,0,0
14357,7,57,14,4,DUO_SUPPORT,BOT,1,2,1,18,89994,75860,12320,1813,20579,7374,12712,492,41,8,0,8
14363,8,57,4,14,DUO_SUPPORT,BOT,0,6,8,6,62768,58469,3102,1196,19109,7334,10315,1459,39,2,0,2
14384,2,57,3,4,DUO_SUPPORT,BOT,1,0,2,8,35264,32365,2898,0,10448,2589,7102,756,15,0,0,0
14389,6,57,4,3,DUO_SUPPORT,BOT,0,1,5,3,23879,19907,3931,40,9308,2504,6687,116,20,5,5,0
14456,5,57,3,4,DUO_SUPPORT,BOT,1,4,6,11,50452,47798,2633,20,17625,2093,14607,925,20,0,0,0
14461,2,57,3,4,DUO_SUPPORT,BOT,1,3,1,14,65518,43689,12648,9180,27940,6327,20137,1475,79,0,0,0
14466,7,57,3,4,DUO_SUPPORT,BOT,1,6,4,41,120372,105329,15042,0,70272,39404,26648,4219,65,2,0,2
14480,5,57,3,4,DUO_SUPPORT,BOT,1,4,6,11,31077,28200,2876,0,20117,7735,11767,614,9,0,0,0
14483,1,57,4,14,DUO_SUPPORT,BOT,1,5,1,5,62371,56911,4883,576,15010,8086,6552,372,51,0,0,0
14539,1,57,3,4,DUO_SUPPORT,BOT,0,3,7,6,53332,39778,7427,6126,22232,6076,14164,1991,50,0,0,0
14541,10,57,14,4,DUO_SUPPORT,BOT,1,3,7,8,41373,35744,4680,948,20380,13478,6707,195,41,7,0,7
14545,2,57,4,3,DUO_SUPPORT,BOT,1,0,5,12,48858,33048,9081,6729,23889,6017,17792,80,55,1,0,1
14552,3,57,14,4,DUO_SUPPORT,BOT,1,4,6,16,62004,55936,5482,586,21454,6971,13887,596,27,2,0,2
14567,1,57,4,3,DUO_SUPPORT,BOT,1,1,4,9,30037,23306,6139,592,15938,5296,10204,438,16,6,5,1
14594,8,57,14,4,DUO_SUPPORT,BOT,1,3,3,9,38475,35967,2153,354,9552,2779,6773,0,22,0,0,0
