matchid,player,championid,ss1,ss2,role,position,win,kills,deaths,assists,totdmgdealt,magicdmgdealt,physicaldmgdealt,truedmgdealt,totdmgtaken,magicdmgtaken,physdmgtaken,truedmgtaken,totminionskilled,neutralminionskilled,ownjunglekills,enemyjunglekills
15594,6,412,4,3,DUO_SUPPORT,BOT,1,2,3,14,32771,21554,11055,160,17069,3453,13478,138,33,0,0,0
47522,7,111,4,3,DUO_SUPPORT,BOT,1,2,3,11,45943,26827,12354,6761,17689,7975,8909,804,57,0,0,0
28849,9,89,3,4,DUO_SUPPORT,BOT,1,1,3,15,31434,17211,8883,5339,14593,3504,9552,1535,36,0,0,0
11301,7,44,4,14,DUO_SUPPORT,BOT,0,2,7,3,21395,7761,6216,7417,21054,8292,11537,1224,39,0,0,0
18367,8,412,4,3,DUO_SUPPORT,BOT,0,0,6,7,11570,8219,3351,0,19811,5758,13072,980,15,0,0,0
61672,3,412,3,4,DUO_SUPPORT,BOT,0,1,5,5,13132,7426,4354,1352,14634,6188,7428,1017,11,0,0,0
75829,10,412,4,3,DUO_SUPPORT,BOT,1,1,3,10,16454,10381,5457,615,11764,4656,6902,205,21,2,0,2
76280,2,98,4,3,DUO_SUPPORT,BOT,1,8,3,24,62906,26756,26949,9200,22412,5162,14028,3221,50,5,0,5
98359,3,412,4,14,DUO_SUPPORT,BOT,1,1,2,23,20062,12440,6846,774,19844,6797,12435,611,30,0,0,0
31336,1,111,3,4,DUO_SUPPORT,BOT,0,2,5,14,57945,36839,13740,7365,28711,14405,13845,460,63,0,0,0
75948,7,412,14,4,DUO_SUPPORT,BOT,0,5,7,6,27355,16696,9753,906,24292,11322,10158,2811,32,0,0,0
88119,2,412,4,3,DUO_SUPPORT,BOT,1,3,2,15,18501,13256,4887,357,16013,7847,7749,416,35,0,0,0
36503,4,201,4,3,DUO_SUPPORT,BOT,0,1,3,7,26007,7759,8741,9506,18849,4622,13984,243,42,0,0,0
36093,5,412,4,3,DUO_SUPPORT,BOT,0,1,2,2,4298,2752,1545,0,6572,1454,4624,494,15,0,0,0
44195,9,412,14,4,DUO_SUPPORT,BOT,1,3,5,23,17311,9583,6569,1159,19514,8741,10694,78,21,0,0,0
63557,7,44,3,4,DUO_SUPPORT,BOT,0,0,7,21,45139,20905,15065,9168,32646,16353,13114,3178,68,0,0,0
10451,9,201,4,3,DUO_SUPPORT,BOT,1,1,6,14,18756,7249,7135,4371,17577,5791,11187,598,33,0,0,0
14881,10,412,3,4,DUO_SUPPORT,BOT,0,0,6,6,8134,5355,2779,0,18410,10118,6363,1928,14,0,0,0
51757,5,201,3,4,DUO_SUPPORT,BOT,0,1,7,5,30665,11657,8480,10527,24465,14435,7369,2660,62,0,0,0
8765,10,223,4,3,DUO_SUPPORT,BOT,1,1,2,8,41980,17011,13154,11814,20673,6926,12001,1745,61,1,0,1
56933,2,412,3,4,DUO_SUPPORT,BOT,1,2,5,25,15135,10129,4571,434,21309,9922,10742,644,27,0,0,0
93206,6,201,3,4,DUO_SUPPORT,BOT,1,3,4,20,27625,6853,10899,9872,19840,5398,13928,513,45,0,0,0
85236,1,201,4,3,DUO_SUPPORT,BOT,1,2,1,20,26430,6630,12969,6830,13012,5695,7277,40,43,0,0,0
32700,1,111,3,4,DUO_SUPPORT,BOT,1,1,5,19,38746,24120,8397,6227,16641,6926,8341,1372,38,0,0,0
34700,10,412,4,14,DUO_SUPPORT,BOT,0,1,4,10,12697,8060,4074,562,19278,7217,11714,346,30,0,0,0
49767,8,412,4,14,DUO_SUPPORT,BOT,1,5,3,17,18030,10944,5731,1354,17138,2339,12771,2026,19,0,0,0
59931,1,412,3,4,DUO_SUPPORT,BOT,0,5,4,15,19372,12499,6863,9,15643,8569,5823,1250,42,2,0,2
72625,2,412,4,14,DUO_SUPPORT,BOT,0,2,8,6,12777,8436,3354,987,15914,1802,14108,2,19,0,0,0
93376,3,44,4,3,DUO_SUPPORT,BOT,1,1,3,18,21015,5900,9260,5855,14647,4483,10163,0,44,0,0,0
35337,4,412,4,3,DUO_SUPPORT,BOT,0,2,6,19,30548,22280,8268,0,22975,10938,9787,2249,55,0,0,0
96061,6,412,4,3,DUO_SUPPORT,BOT,1,1,0,13,11979,7185,4699,94,4527,946,2987,592,29,0,0,0
77294,10,89,4,14,DUO_SUPPORT,BOT,1,2,1,9,15514,5907,5947,3659,7706,1403,6126,176,23,0,0,0
62302,9,44,3,4,DUO_SUPPORT,BOT,1,4,0,26,20687,7930,8575,4181,13374,4856,8442,76,24,0,0,0
76787,3,412,3,4,DUO_SUPPORT,BOT,0,2,8,22,12887,9546,3251,90,29126,16663,11162,1300,5,0,0,0
29793,5,412,3,4,DUO_SUPPORT,BOT,1,0,3,15,11318,7489,2064,1764,9288,2250,6744,293,3,0,0,0
31255,5,412,4,3,DUO_SUPPORT,BOT,0,0,6,5,11817,6680,2897,2239,16585,5071,11357,156,24,0,0,0
44513,1,89,4,3,DUO_SUPPORT,BOT,1,4,6,23,45849,16790,16170,12888,33677,11697,21520,460,47,0,0,0
98858,5,89,3,4,DUO_SUPPORT,BOT,1,3,0,12,18939,6823,7916,4200,6097,2212,3884,0,26,0,0,0
14544,3,412,3,4,DUO_SUPPORT,BOT,0,1,5,5,9558,6016,3541,0,14376,4859,9246,270,17,0,0,0
54540,7,412,4,14,DUO_SUPPORT,BOT,1,2,1,17,24309,15113,8502,692,10484,1780,8212,490,31,1,0,1
9544,5,412,4,3,DUO_SUPPORT,BOT,0,0,10,10,15288,10434,4854,0,22027,12508,9466,52,33,0,0,0
40059,1,412,4,14,DUO_SUPPORT,BOT,1,1,1,7,6947,2982,3642,322,4121,1003,3088,30,10,0,0,0
39153,8,89,4,14,DUO_SUPPORT,BOT,0,3,3,6,26658,9080,9034,8543,13784,4038,8372,1372,44,0,0,0
16430,4,111,3,4,DUO_SUPPORT,BOT,1,0,3,17,17467,5801,7512,4153,10193,2982,6987,224,31,0,0,0
39356,9,223,3,4,DUO_SUPPORT,BOT,1,6,5,29,73061,38416,18180,16465,42262,14173,25928,2160,80,1,1,0
64132,3,412,14,4,DUO_SUPPORT,BOT,0,1,7,10,18261,11284,6315,662,20629,13896,6210,522,28,0,0,0
13933,7,412,4,14,DUO_SUPPORT,BOT,0,0,7,15,27243,19523,5995,1724,38069,15919,21047,1102,24,1,0,1
45419,1,412,3,4,DUO_SUPPORT,BOT,0,4,4,18,37302,21356,11614,4331,31374,9045,21277,1052,46,0,0,0
45237,5,412,14,4,DUO_SUPPORT,BOT,1,1,6,20,12632,7378,4144,1109,16969,3178,11898,1893,18,0,0,0
67516,3,111,3,4,DUO_SUPPORT,BOT,1,1,6,22,28550,13392,8600,6558,31729,10779,19833,1116,45,0,0,0
24288,4,201,3,4,DUO_SUPPORT,BOT,0,1,5,6,19533,6080,6365,7087,14685,2324,11995,366,37,0,0,0
78473,8,111,3,4,DUO_SUPPORT,BOT,0,0,9,4,25508,10832,7296,7379,20547,7551,11727,1268,43,0,0,0
100438,2,412,4,14,DUO_SUPPORT,BOT,1,1,4,18,25360,14589,6691,4080,22426,5460,14943,2022,18,0,0,0
44097,9,201,3,4,DUO_SUPPORT,BOT,0,0,2,4,23998,5283,8199,10514,14707,7078,7436,192,46,0,0,0
70060,2,111,4,7,DUO_SUPPORT,BOT,0,1,11,11,56220,36033,14518,5668,30974,8647,18350,3976,76,0,0,0
60505,2,412,3,4,DUO_SUPPORT,BOT,1,6,3,26,24543,17987,6032,523,22656,3293,19206,156,33,0,0,0
79325,5,89,4,3,DUO_SUPPORT,BOT,1,3,6,20,32527,9954,13997,8575,25951,10751,14692,507,39,0,0,0
45556,7,412,3,4,DUO_SUPPORT,BOT,0,2,4,25,74349,55330,17317,1700,29616,10287,18534,794,110,1,1,0
35510,2,412,4,14,DUO_SUPPORT,BOT,1,2,3,11,29245,15122,13465,657,20182,6945,12722,514,40,1,0,1
95947,4,412,4,3,DUO_SUPPORT,BOT,1,1,7,9,25510,15030,9219,1260,23358,4989,17849,518,33,0,0,0
39157,7,44,4,3,DUO_SUPPORT,BOT,0,1,10,11,22456,8618,8735,5102,30489,13089,15568,1831,36,0,0,0
37840,3,412,4,3,DUO_SUPPORT,BOT,1,2,3,19,22139,13481,8337,320,16890,4626,11439,824,37,0,0,0
36534,9,223,3,4,DUO_SUPPORT,BOT,0,0,4,11,25933,16102,4957,4873,20579,8621,11478,480,38,0,0,0
52249,8,412,3,4,DUO_SUPPORT,BOT,0,2,8,7,8310,6237,2072,0,21517,6732,14483,301,4,0,0,0
72995,6,89,3,4,DUO_SUPPORT,BOT,0,2,10,8,47584,25140,13578,8865,27650,4897,21168,1585,57,0,0,0
92986,7,412,3,4,DUO_SUPPORT,BOT,1,1,0,11,14476,8519,5956,0,6981,2571,4409,0,30,0,0,0
39492,8,89,4,3,DUO_SUPPORT,BOT,1,2,1,22,20388,7727,6730,5929,19499,3604,14605,1289,33,8,0,8
50074,10,223,3,4,DUO_SUPPORT,BOT,1,3,2,8,19702,10639,5168,3894,11786,4846,6770,170,33,1,0,1
16414,7,412,3,4,DUO_SUPPORT,BOT,1,3,2,24,40667,28120,12246,300,20399,4783,15036,580,46,2,0,2
44347,5,412,14,4,DUO_SUPPORT,BOT,1,3,4,23,22082,13974,7090,1018,20479,6298,14012,168,28,0,0,0
28939,2,412,14,4,DUO_SUPPORT,BOT,0,2,11,12,26907,15969,8870,2067,33306,15307,17104,894,40,1,0,1
27204,1,412,3,4,DUO_SUPPORT,BOT,1,2,3,15,23887,17600,6286,0,14621,4826,9551,244,30,0,0,0
101839,7,201,4,3,DUO_SUPPORT,BOT,1,2,6,23,35897,13794,15346,6756,42454,12893,27219,2341,70,1,0,1
91550,6,89,14,4,DUO_SUPPORT,BOT,1,5,4,9,26987,12158,9997,4831,15729,3462,12020,246,37,1,0,1
24677,2,89,4,3,DUO_SUPPORT,BOT,1,2,6,20,34809,12376,15668,6763,23478,8696,14682,100,45,0,0,0
54375,6,44,4,3,DUO_SUPPORT,BOT,1,2,1,20,44643,17637,15957,11048,20397,6484,13742,170,68,0,0,0
90531,1,412,3,4,DUO_SUPPORT,BOT,0,1,4,8,17611,10949,6662,0,16073,5671,10200,200,20,0,0,0
52977,10,412,3,4,DUO_SUPPORT,BOT,0,0,9,6,14459,10121,3282,1055,19633,9147,10045,440,18,0,0,0
30998,3,201,3,4,DUO_SUPPORT,BOT,0,3,3,5,19654,7731,6075,5847,17355,7246,9917,192,34,0,0,0
63767,2,412,4,14,DUO_SUPPORT,BOT,1,2,3,12,30255,15562,9495,5197,14889,4397,9974,518,38,0,0,0
81417,8,201,3,4,DUO_SUPPORT,BOT,1,2,8,21,27487,9279,8753,9453,27655,5454,20928,1272,35,0,0,0
44153,2,412,4,3,DUO_SUPPORT,BOT,0,4,6,8,17269,11964,3765,1540,16028,7197,8487,344,33,0,0,0
2967,1,412,4,3,DUO_SUPPORT,BOT,0,4,2,0,25137,13391,11318,428,16535,2810,13073,650,32,0,0,0
35183,8,412,4,14,DUO_SUPPORT,BOT,0,5,9,18,25295,15810,8813,671,36600,13744,22438,417,57,0,0,0
27692,1,201,4,3,DUO_SUPPORT,BOT,1,3,4,16,35774,10805,14627,10340,19055,6966,11485,603,57,0,0,0
39474,2,412,4,3,DUO_SUPPORT,BOT,0,2,9,9,22943,15896,5555,1490,22743,9873,12468,402,27,0,0,0
55665,7,201,3,4,DUO_SUPPORT,BOT,1,4,5,18,21213,10534,7284,3394,18388,3722,12945,1721,25,1,0,1
50433,4,89,14,4,DUO_SUPPORT,BOT,0,5,14,21,41838,17465,16352,8020,48427,24349,20901,3176,34,0,0,0
35951,10,223,4,3,DUO_SUPPORT,BOT,1,1,1,5,16281,5781,5742,4756,11738,2560,9158,20,31,0,0,0
9773,2,111,4,3,DUO_SUPPORT,BOT,0,2,10,8,49559,32887,12556,4115,38234,11573,25876,784,74,0,0,0
10453,4,111,4,3,DUO_SUPPORT,BOT,0,0,11,7,26954,15864,7815,3275,25340,10371,14385,584,29,0,0,0
44533,10,412,3,4,DUO_SUPPORT,BOT,0,4,9,5,9280,7264,1963,51,16109,4158,11247,703,3,0,0,0
43549,2,223,4,14,DUO_SUPPORT,BOT,1,1,3,2,20458,9207,6542,4709,11037,3856,7181,0,27,1,0,1
70614,7,89,4,3,DUO_SUPPORT,BOT,0,0,6,5,16111,6951,5872,3287,16195,3104,10968,2122,34,0,0,0
80594,7,412,4,3,DUO_SUPPORT,BOT,0,0,5,6,16644,10168,4891,1584,17871,7420,10378,72,18,0,0,0
57684,8,412,4,3,DUO_SUPPORT,BOT,1,2,6,22,34010,24971,8612,426,22267,5444,15652,1170,39,0,0,0
94795,9,98,3,4,DUO_SUPPORT,BOT,0,3,10,16,34697,20126,14571,0,30628,8296,20383,1948,31,1,1,0
38948,4,412,14,4,DUO_SUPPORT,BOT,0,2,8,2,9407,6122,3195,90,14803,2004,12583,215,18,1,1,0
89827,5,223,4,3,DUO_SUPPORT,BOT,0,4,8,10,27115,13543,7236,6335,38300,21000,16553,745,51,0,0,0
70583,7,412,14,4,DUO_SUPPORT,BOT,1,4,8,27,36020,20172,9013,6834,32777,15851,15954,972,39,1,0,1
26505,7,412,4,3,DUO_SUPPORT,BOT,0,0,5,2,20776,15534,5198,44,13383,2414,10925,44,19,0,0,0
65621,8,89,4,3,DUO_SUPPORT,BOT,0,2,7,7,24933,10288,7257,7387,20160,4438,15434,288,38,0,0,0
68192,1,412,3,4,DUO_SUPPORT,BOT,1,0,5,12,14925,9079,5829,16,11319,1557,9203,558,19,0,0,0
76176,1,412,4,3,DUO_SUPPORT,BOT,1,4,6,21,21181,14214,5690,1275,25823,9693,15644,486,27,0,0,0
49380,10,201,4,3,DUO_SUPPORT,BOT,1,3,4,20,34171,12918,11519,9733,22844,6046,16569,228,51,1,0,1
86401,3,412,4,3,DUO_SUPPORT,BOT,0,1,4,7,26681,18120,8561,0,12437,3644,8551,241,41,0,0,0
17339,4,98,14,4,DUO_SUPPORT,BOT,1,5,2,13,28861,8920,14983,4956,16515,7140,8600,774,36,0,0,0
56975,5,412,3,4,DUO_SUPPORT,BOT,1,6,5,29,33095,24074,9021,0,17819,5021,10962,1836,42,0,0,0
73479,6,412,3,4,DUO_SUPPORT,BOT,0,3,5,19,29354,22864,6346,143,19703,4985,11731,2987,48,0,0,0
61883,3,412,3,4,DUO_SUPPORT,BOT,1,2,4,14,18802,12440,5308,1054,15668,8315,7032,320,24,0,0,0
11302,10,412,4,3,DUO_SUPPORT,BOT,1,2,7,17,19303,12947,6152,203,17315,6635,10599,80,32,0,0,0
36095,1,412,3,4,DUO_SUPPORT,BOT,0,0,5,3,10586,5824,4761,0,14596,8981,5510,104,33,0,0,0
77460,2,412,3,4,DUO_SUPPORT,BOT,0,1,7,8,23086,16754,5365,966,18910,8690,9621,598,21,6,6,0
97716,2,89,4,14,DUO_SUPPORT,BOT,0,3,8,16,37144,12517,10134,14492,23159,9797,11149,2212,59,1,0,1
91289,9,412,14,4,DUO_SUPPORT,BOT,1,6,9,26,27753,19380,4413,3959,30924,7215,23165,543,28,1,0,1
89797,8,412,4,14,DUO_SUPPORT,BOT,1,2,7,20,24114,15987,4989,3138,23290,7865,14575,849,28,0,0,0
95774,7,412,4,3,DUO_SUPPORT,BOT,0,2,5,8,11424,6385,4189,849,18035,6656,9349,2029,24,0,0,0
4125,8,44,4,3,DUO_SUPPORT,BOT,0,0,10,13,22209,6994,8241,6973,32505,4929,24243,3332,40,0,0,0
94813,6,201,3,4,DUO_SUPPORT,BOT,0,0,4,6,23369,8329,6526,8513,20639,10526,9634,477,41,0,0,0
40027,2,412,14,4,DUO_SUPPORT,BOT,1,3,11,17,21492,14439,4405,2648,28996,14439,14369,188,33,0,0,0
79436,4,223,4,3,DUO_SUPPORT,BOT,1,3,4,11,61492,30502,17466,13523,22453,9286,12474,692,75,3,1,2
52842,9,201,4,3,DUO_SUPPORT,BOT,0,1,4,8,21173,7718,6408,7046,16134,4156,11024,953,40,0,0,0
57077,7,111,3,4,DUO_SUPPORT,BOT,1,2,4,13,17740,6949,5533,5258,14622,2920,7941,3760,30,0,0,0
50307,7,44,4,3,DUO_SUPPORT,BOT,0,0,8,2,22711,9154,7287,6269,19563,4703,14727,132,45,0,0,0
51367,3,223,4,3,DUO_SUPPORT,BOT,1,3,4,6,25005,12135,7059,5810,19088,5467,12909,712,44,2,1,1
7592,3,201,3,4,DUO_SUPPORT,BOT,1,3,3,15,31094,14833,9352,6908,20059,12042,7304,712,48,0,0,0
16768,2,412,3,4,DUO_SUPPORT,BOT,0,4,4,7,27116,17261,9003,852,19367,6644,12212,509,50,0,0,0
90032,7,412,3,4,DUO_SUPPORT,BOT,1,1,2,17,22629,14261,7656,710,15445,5026,7862,2556,22,0,0,0
18241,2,111,3,4,DUO_SUPPORT,BOT,0,1,9,12,53481,29639,14581,9260,27540,8074,17646,1819,69,0,0,0
92551,10,89,3,4,DUO_SUPPORT,BOT,0,3,6,9,46937,18290,13685,14961,29986,7759,19430,2796,61,0,0,0
14493,1,412,4,3,DUO_SUPPORT,BOT,1,2,0,12,15857,9972,5737,147,8802,3456,5346,0,24,0,0,0
13916,7,412,3,4,DUO_SUPPORT,BOT,1,2,9,21,32275,21109,10591,574,36126,5209,29640,1276,41,1,0,1
51731,2,412,4,14,DUO_SUPPORT,BOT,0,1,7,6,14361,10243,3723,394,19472,4197,15000,274,22,0,0,0
81433,7,412,4,3,DUO_SUPPORT,BOT,1,1,9,32,34312,25732,7122,1456,33357,14512,18176,668,36,0,0,0
44579,4,111,3,4,DUO_SUPPORT,BOT,0,2,15,20,28933,15394,6883,6655,32727,8406,21845,2475,32,0,0,0
82729,9,412,3,4,DUO_SUPPORT,BOT,0,6,7,25,33910,26564,6826,520,35049,13803,16617,4628,42,0,0,0
54969,10,223,4,3,DUO_SUPPORT,BOT,0,3,4,12,38800,23146,8096,7557,24932,10051,11893,2987,49,0,0,0
37942,7,98,3,4,DUO_SUPPORT,BOT,1,3,8,11,23919,4088,10325,9504,21428,8138,12242,1048,31,1,0,1
23806,6,201,3,4,DUO_SUPPORT,BOT,0,2,5,8,11059,5536,3688,1834,23106,12683,9194,1229,21,0,0,0
2280,6,412,14,4,DUO_SUPPORT,BOT,0,0,8,8,17101,10128,5920,1052,15067,3395,10929,742,16,0,0,0
24057,1,223,14,4,DUO_SUPPORT,BOT,1,3,2,12,37915,18225,9258,10431,34713,15356,17037,2319,58,0,0,0
93610,7,201,14,4,DUO_SUPPORT,BOT,0,1,5,9,29942,8440,8965,12537,18120,8185,8767,1167,49,0,0,0
91149,4,111,3,4,DUO_SUPPORT,BOT,0,2,13,19,50059,33424,10413,6221,38227,11184,25367,1675,61,0,0,0
44333,5,223,4,14,DUO_SUPPORT,BOT,0,0,4,10,26776,12546,5951,8277,22831,7232,14220,1378,50,0,0,0
53183,9,44,4,3,DUO_SUPPORT,BOT,1,2,1,16,40356,9130,13818,17407,23747,7778,15171,797,77,0,0,0
44107,2,412,4,14,DUO_SUPPORT,BOT,1,4,11,34,49353,37240,7780,4333,55888,23614,30145,2128,37,0,0,0
65457,4,412,14,4,DUO_SUPPORT,BOT,1,2,10,9,15653,9685,5499,468,22063,7151,14883,28,22,1,1,0
32446,9,412,4,14,DUO_SUPPORT,BOT,1,2,7,16,23197,11187,5328,6681,18260,5067,11947,1245,12,0,0,0
60648,2,201,3,4,DUO_SUPPORT,BOT,0,1,5,13,36568,13679,8768,14120,28219,7966,15236,5015,69,0,0,0
14395,3,201,4,3,DUO_SUPPORT,BOT,0,1,8,24,23544,10341,7762,5441,28563,17075,10765,723,34,0,0,0
87145,2,89,3,4,DUO_SUPPORT,BOT,0,2,6,17,33041,8716,16220,8105,22893,6667,15598,628,57,0,0,0
85120,5,412,4,14,DUO_SUPPORT,BOT,0,1,5,6,24107,15584,6981,1541,17944,10643,7300,0,52,0,0,0
48789,1,223,4,3,DUO_SUPPORT,BOT,1,4,1,25,37923,17010,8714,12198,24170,4694,17354,2121,52,0,0,0
72674,2,44,3,4,DUO_SUPPORT,BOT,1,0,4,9,27970,7077,12058,8833,18851,9890,8785,176,41,0,0,0
90073,1,412,14,4,DUO_SUPPORT,BOT,0,3,9,10,18615,12237,5548,829,27979,11400,15988,590,25,3,0,3
103036,1,89,4,3,DUO_SUPPORT,BOT,1,3,6,17,29194,9050,9935,10208,38292,10282,24848,3161,40,0,0,0
81805,8,412,3,4,DUO_SUPPORT,BOT,0,2,7,11,26687,18349,7587,750,25360,5721,19151,487,50,0,0,0
74627,2,412,3,4,DUO_SUPPORT,BOT,1,0,4,15,13865,8479,4327,1058,19649,7937,10091,1620,35,0,0,0
14067,7,412,4,3,DUO_SUPPORT,BOT,1,2,4,16,29492,21779,7712,0,24330,7078,17187,64,39,0,0,0
71102,10,201,3,4,DUO_SUPPORT,BOT,1,0,4,8,15693,7510,4049,4133,16888,2982,13055,850,29,0,0,0
49126,9,201,3,4,DUO_SUPPORT,BOT,0,2,9,6,34003,12350,12671,8981,21946,5793,15633,520,50,0,0,0
23665,5,201,3,4,DUO_SUPPORT,BOT,1,0,10,25,41923,18081,9923,13918,39570,17435,20303,1831,53,0,0,0
9254,10,201,3,4,DUO_SUPPORT,BOT,1,3,2,13,22680,7293,8688,6698,13463,2699,10322,442,44,0,0,0
86554,7,412,4,3,DUO_SUPPORT,BOT,0,3,6,9,16947,9000,6950,996,16411,6654,9713,44,27,0,0,0
95524,3,412,4,3,DUO_SUPPORT,BOT,1,0,12,24,27081,19429,7571,80,23140,10094,12690,356,31,1,1,0
17090,10,412,3,4,DUO_SUPPORT,BOT,0,2,8,19,33583,27363,3259,2960,24960,10158,13284,1517,20,0,0,0
87725,5,412,4,3,DUO_SUPPORT,BOT,1,3,9,25,39647,27507,7710,4429,33477,16613,16007,856,36,1,0,1
23566,2,223,3,4,DUO_SUPPORT,BOT,0,2,9,5,37546,16763,10431,10350,31662,9704,20802,1155,61,0,0,0
74955,3,89,4,3,DUO_SUPPORT,BOT,1,1,1,20,15715,4917,6779,4017,14249,4024,10225,0,24,0,0,0
44731,1,412,4,14,DUO_SUPPORT,BOT,0,3,8,21,25657,15764,7074,2818,31845,19242,11764,837,41,0,0,0
53718,6,412,3,4,DUO_SUPPORT,BOT,1,2,4,15,32473,21297,11175,0,16461,5125,11140,196,30,1,0,1
65092,10,412,4,3,DUO_SUPPORT,BOT,1,1,2,10,11230,6991,4238,0,7168,1779,4247,1141,28,0,0,0
103057,5,44,3,4,DUO_SUPPORT,BOT,0,2,5,8,37861,24346,9298,4216,21809,9790,11347,671,43,0,0,0
53957,2,412,4,14,DUO_SUPPORT,BOT,0,0,6,3,8392,4878,3129,384,13046,6302,6300,443,20,0,0,0
37193,8,412,4,3,DUO_SUPPORT,TOP,1,4,2,17,18043,9571,8073,398,9888,1813,8075,0,20,0,0,0
93849,1,201,3,4,DUO_SUPPORT,BOT,1,5,1,13,24627,9026,8634,6966,17737,8791,8353,592,35,0,0,0
101523,2,412,14,4,DUO_SUPPORT,BOT,0,4,10,5,16727,9375,7203,148,23523,11953,11353,216,29,0,0,0
45346,3,412,3,4,DUO_SUPPORT,BOT,0,1,7,18,21589,14497,7059,32,24924,8086,16133,704,30,0,0,0
58094,10,412,4,14,DUO_SUPPORT,BOT,1,2,5,19,18573,12560,4786,1226,18090,7220,10360,510,20,0,0,0
15483,5,201,4,3,DUO_SUPPORT,BOT,0,2,8,4,17541,6280,5972,5288,20540,6329,13496,713,40,0,0,0
57243,6,412,4,14,DUO_SUPPORT,BOT,0,0,16,14,33184,17225,7102,8856,46296,17760,27176,1359,30,1,0,1
61086,2,201,4,3,DUO_SUPPORT,BOT,0,1,5,4,16955,6130,5021,5804,15538,7185,8160,192,33,0,0,0
98141,9,412,4,14,DUO_SUPPORT,BOT,1,1,3,13,15301,8673,5319,1308,10036,2395,7380,260,22,0,0,0
21507,9,89,4,3,DUO_SUPPORT,BOT,0,2,11,21,50497,23285,17792,9418,29722,4508,22736,2477,70,1,0,1
92929,7,412,3,4,DUO_SUPPORT,BOT,1,0,3,9,13202,8700,4321,180,11843,2382,8810,651,6,0,0,0
77698,8,201,4,3,DUO_SUPPORT,BOT,0,1,4,4,22937,7786,10683,4467,13269,3131,9199,938,49,1,0,1
36775,10,412,4,14,DUO_SUPPORT,BOT,0,3,3,5,17014,11267,3753,1993,14858,3735,8948,2175,37,0,0,0
68777,4,412,4,3,DUO_SUPPORT,BOT,1,0,1,16,23188,15260,7427,500,15085,2793,11676,614,43,0,0,0
86692,1,412,4,14,DUO_SUPPORT,BOT,0,3,7,13,26113,17582,6207,2323,22655,4275,18319,60,26,1,0,1
14889,5,201,4,3,DUO_SUPPORT,BOT,1,2,4,15,24536,10741,8481,5313,23915,12716,7739,3458,34,0,0,0
25150,1,89,3,4,DUO_SUPPORT,BOT,0,1,10,16,48487,20752,17626,10108,36849,14220,22200,428,66,0,0,0
63976,6,201,3,4,DUO_SUPPORT,BOT,0,0,5,5,14284,3829,5451,5003,16552,3815,11416,1321,36,0,0,0
46165,1,89,3,4,DUO_SUPPORT,BOT,0,2,9,5,19834,6566,7466,5801,25177,13387,11274,516,37,0,0,0
89084,10,412,4,3,DUO_SUPPORT,BOT,0,0,6,13,29345,21831,7513,0,26580,8570,17354,654,57,0,0,0
86662,9,201,4,3,DUO_SUPPORT,BOT,1,0,3,16,19081,6188,7022,5870,13521,5391,7244,884,40,3,0,3
71541,10,412,14,4,DUO_SUPPORT,BOT,1,3,1,6,14770,8344,5516,909,9773,6702,2882,188,36,0,0,0
16109,3,412,4,14,DUO_SUPPORT,BOT,0,0,3,11,20600,12498,7520,582,16998,6901,8883,1213,44,0,0,0
25011,8,412,4,14,DUO_SUPPORT,BOT,1,3,2,17,25812,15815,7117,2878,14282,4597,6988,2697,36,0,0,0
85032,10,412,3,4,DUO_SUPPORT,BOT,1,2,7,22,28648,19153,9045,450,26203,11064,14131,1008,44,0,0,0
88957,3,98,3,4,DUO_SUPPORT,BOT,1,2,2,17,36523,6977,13061,16484,15563,3693,11401,469,57,0,0,0
76957,3,412,4,3,DUO_SUPPORT,BOT,1,1,5,30,24106,16593,7099,413,28481,12450,13209,2822,39,5,2,3
30532,2,412,4,3,DUO_SUPPORT,BOT,1,2,6,14,27408,20420,6894,93,17686,4448,13130,108,57,0,0,0
45796,6,412,4,14,DUO_SUPPORT,BOT,0,2,4,11,16330,10608,5038,684,12765,2364,10264,136,36,0,0,0
90137,7,223,4,3,DUO_SUPPORT,BOT,0,1,3,5,31115,21848,4853,4413,16776,7720,8856,200,34,0,0,0
43953,6,412,14,4,DUO_SUPPORT,BOT,1,2,4,18,19320,8945,7686,2688,18478,4838,12495,1144,26,0,0,0
73462,2,201,4,3,DUO_SUPPORT,BOT,1,2,4,20,26703,10366,10085,6251,20981,3875,16614,491,31,0,0,0
50369,2,412,4,3,DUO_SUPPORT,BOT,1,4,5,19,22341,12207,6973,3161,22739,11490,11188,60,34,0,0,0
101485,10,89,4,14,DUO_SUPPORT,BOT,0,3,1,7,8301,5382,2536,382,8104,850,6820,434,2,0,0,0
12481,3,412,3,4,DUO_SUPPORT,BOT,0,0,8,14,13175,9130,4044,0,23466,12078,9953,1433,19,0,0,0
36099,8,412,3,4,DUO_SUPPORT,BOT,1,0,3,14,13736,5677,5275,2784,9975,2584,6915,475,17,0,0,0
46683,2,201,4,3,DUO_SUPPORT,BOT,1,2,3,21,42820,14568,10184,18067,24368,7466,16350,551,64,0,0,0
12939,9,412,4,14,DUO_SUPPORT,BOT,1,3,2,17,28608,19829,8168,610,14182,1943,11304,934,27,0,0,0
85830,8,412,4,14,DUO_SUPPORT,BOT,0,0,6,6,16609,9869,5363,1375,18360,7850,9511,999,32,0,0,0
